Intent,Query,Response
sakec.agent.update.link.3288,Webinar Series on Image Restoration and Processing of Optical Data ,https://www.shahandanchor.com/home/webinar-series-on-image-restoration-and-processing-of-optical-data-2/
sakec.agent.update.link.3289,Internal Quality Assurance Cell - IQAC ,https://www.shahandanchor.com/home/internal-quality-assurance-cell-iqac/
sakec.agent.update.link.3290,Develop Recommendation Engine Using Python: Understand techniques and algorithms ,https://www.shahandanchor.com/home/develop-recommendation-engine-using-python-understand-techniques-and-algorithms/
sakec.agent.update.link.3291,Internal Complaints Committee (ICC) ,https://www.shahandanchor.com/home/internal-complaints-committee-icc-2/
sakec.agent.update.link.3292,"IIT Bombay, e-Yantra: Online Crash Course in Embedded Systems and Robotics ",https://www.shahandanchor.com/home/iit-bombay-e-yantra-online-crash-course-in-embedded-systems-and-robotics/
sakec.agent.update.link.3293,Semiconductor Integrated Circuits Layout Design(SICLD):An Intellectual Property Protection in Indian Regime ,https://www.shahandanchor.com/home/an-intellectual-property-protection-in-indian-regime/
sakec.agent.update.link.3294,IEEE SAKEC ,https://www.shahandanchor.com/home/ieee-sakec-2/
sakec.agent.update.link.3295,ISTE SAKEC ,https://www.shahandanchor.com/home/iste-sakec/
sakec.agent.update.link.3296,Prospectus 2020 ,https://www.shahandanchor.com/home/prospectus-2020/
sakec.agent.update.link.3297,Webinar on CYBER SECURITY on the occasion of International Women's Day ,https://www.shahandanchor.com/home/webinar-on-cyber-security-on-the-occasion-of-international-womens-day/
sakec.agent.update.link.3298,Entrepreneurship - A better Career Option ,https://www.shahandanchor.com/home/entrepreneurship-a-better-career-option/
sakec.agent.update.link.3299,Smart India Hackathon ,https://www.shahandanchor.com/home/smart-india-hackathon/
sakec.agent.update.link.3300,Gallery ,https://www.shahandanchor.com/home/gallery/
sakec.agent.update.link.3301,AWS DeepRacer Women’s League – India 2021 ,https://www.shahandanchor.com/home/aws-deepracer-womens-league-india-2021/
sakec.agent.update.link.3302,Webinar on Importance of Diet and Exercise ,https://www.shahandanchor.com/home/webinar-on-importance-of-diet-and-exercise/
sakec.agent.update.link.3303,Online project competition ,https://www.shahandanchor.com/home/online-project-competition/
sakec.agent.update.link.3304,Foundation Course in Yoga developed by the Indian Yoga Association (IYA) ,https://www.shahandanchor.com/home/foundation-course-in-yoga-developed-by-the-indian-yoga-association-iya/
sakec.agent.update.link.3305,Annual Quality Assurance Report – (AQAR) ,https://www.shahandanchor.com/home/annual-quality-assurance-report-aqar/
sakec.agent.update.link.3306,MIND IN THE MIDDLE: STUDENTS VS COVID 2021 ,https://www.shahandanchor.com/home/mind-in-the-middle-students-vs-covid-2021-2/
sakec.agent.update.link.3307,Trust Board ,https://www.shahandanchor.com/home/trust-board/
sakec.agent.update.link.3308,Exam Notice Board ,https://www.shahandanchor.com/home/exam-notice-board/
sakec.agent.update.link.3309,e-Yantra: Fighting COVID-19 Hackathon ,https://www.shahandanchor.com/home/e-yantra-fighting-covid-19-hackathon/
sakec.agent.update.link.3310,CSI SAKEC ,https://www.shahandanchor.com/home/csi-sakec/
sakec.agent.update.link.3311,Placement Event 2020-21 ,https://www.shahandanchor.com/home/placement-event-2020-21/
sakec.agent.update.link.3312,National Assessment and Accreditation Council (NAAC) ,https://www.shahandanchor.com/home/naac/
sakec.agent.update.link.3313,SAKEC-Shah & Anchor Kutchhi Engineering College -,https://www.shahandanchor.com/home/
sakec.agent.update.link.3314,Sample Page ,https://www.shahandanchor.com/home/sample-page/
sakec.agent.update.link.3315,Railway Concession Pass ,https://www.shahandanchor.com/home/railway-concession-pass/
sakec.agent.update.link.3316,Olympus ,https://www.shahandanchor.com/home/olympus/
sakec.agent.update.link.3317,Cultural Festival ,https://www.shahandanchor.com/home/cultural-festival/
sakec.agent.update.link.3318,Training & Placement Activities ,https://www.shahandanchor.com/home/training-placement-activities/
sakec.agent.update.link.3319,Internal Complaints Committee (ICC) ,https://www.shahandanchor.com/home/internal-complaints-committee-icc/
sakec.agent.update.link.3320,Conduct & Discipline ,https://www.shahandanchor.com/home/conductdiscipline/
sakec.agent.update.link.3321,Auditorium ,https://www.shahandanchor.com/home/auditorium/
sakec.agent.update.link.3322,Result Analysis ,https://www.shahandanchor.com/home/result-analysis/
sakec.agent.update.link.3323,Syllabus ,https://www.shahandanchor.com/home/syllabus/
sakec.agent.update.link.3324,Departmental Library ,https://www.shahandanchor.com/home/departmental-library/
sakec.agent.update.link.3325,News Letter ,https://www.shahandanchor.com/home/news-letter/
sakec.agent.update.link.3326,Notice ,https://www.shahandanchor.com/home/notice/
sakec.agent.update.link.3327,Question Papers ,https://www.shahandanchor.com/home/question-papers/
sakec.agent.update.link.3328,Achievements ,https://www.shahandanchor.com/home/achievements/
sakec.agent.update.link.3329,Events ,https://www.shahandanchor.com/home/events/
sakec.agent.update.link.3330,Cafeteria ,https://www.shahandanchor.com/home/cafeteria/
sakec.agent.update.link.3331,Anti Ragging Affidavit Format ,https://www.shahandanchor.com/home/anti-ragging-affidavit-format/
sakec.agent.update.link.3332,Principal’s Desk ,https://www.shahandanchor.com/home/principals-desk/
sakec.agent.update.link.3333,ISTE-Magazine launch 2018 ,https://www.shahandanchor.com/home/iste-magazine-launch-2018/
sakec.agent.update.link.3334,Store Staff ,https://www.shahandanchor.com/home/store-staff/
sakec.agent.update.link.3335,Computer Syllabus & Question Papers ,https://www.shahandanchor.com/home/computer-syllabus-question-papers/
sakec.agent.update.link.3336,AICTE Skill Testing ,https://www.shahandanchor.com/home/aicte-skill-testing/
sakec.agent.update.link.3337,Meet the Entrepreneur- The Exceptional One ,https://www.shahandanchor.com/home/meet-entrepreneur-exceptional-one/
sakec.agent.update.link.3338,Bringing Industry into Classroom ,https://www.shahandanchor.com/home/bringing-industry-into-classroom/
sakec.agent.update.link.3339,Event ,https://www.shahandanchor.com/home/event/
sakec.agent.update.link.3340,PIXEL ,https://www.shahandanchor.com/home/pixel/
sakec.agent.update.link.3341,SAKEC Robo Club Inauguration ,https://www.shahandanchor.com/home/sakec-robo-club-inauguration/
sakec.agent.update.link.3342,Social Awareness ,https://www.shahandanchor.com/home/social-awareness/
sakec.agent.update.link.3343,Vice-Principal’s Desk ,https://www.shahandanchor.com/home/vice-principals-desk/
sakec.agent.update.link.3344,Chairman’s Desk ,https://www.shahandanchor.com/home/chairmans-desk/
sakec.agent.update.link.3345,List of Eligible Students FOR BE (ACADEMIC YEAR 2017-18) ,https://www.shahandanchor.com/home/list-eligible-students/
sakec.agent.update.link.3346,Instructions for Railway Concession Pass ,https://www.shahandanchor.com/home/instruction-railway-concession-pass/
sakec.agent.update.link.3347,FE Time Table 2017-18 ,https://www.shahandanchor.com/home/fe-time-table-2017-18/
sakec.agent.update.link.3348,List of Eligible Students TE (Academic Year 2017-18) ,https://www.shahandanchor.com/home/list-eligible-students-t-e-academic-year-2017-18/
sakec.agent.update.link.3349,List of Eligible Students SE(2017-18) ,https://www.shahandanchor.com/home/list-eligible-students-s-e-2017-18/
sakec.agent.update.link.3350,Ethical hacking and Digital Forensic ,https://www.shahandanchor.com/home/ethical-hacking-digital-forensic/
sakec.agent.update.link.3351,Our Recruiters ,https://www.shahandanchor.com/home/our-recruiters/
sakec.agent.update.link.3352,Industrial Visit ,https://www.shahandanchor.com/home/industrial-visit/
sakec.agent.update.link.3353,Direct Second Year Engineering Admission Notification 2018 - 19 ,https://www.shahandanchor.com/home/direct-second-year-engineering-admission-notification-2018-19/
sakec.agent.update.link.3354,Student Development Program ,https://www.shahandanchor.com/home/training-session/
sakec.agent.update.link.3355,Academic Calendar for FE (2018-19 Odd) ,https://www.shahandanchor.com/home/academic-calendar-fe-2017-18-odd/
sakec.agent.update.link.3356,ISTE Matlab Workshop ,https://www.shahandanchor.com/home/iste-matlab-workshop/
sakec.agent.update.link.3357,Data mining workshop ,https://www.shahandanchor.com/home/data-mining-workshop/
sakec.agent.update.link.3358,Ionic Framework ,https://www.shahandanchor.com/home/rtl-design-functional-verification/
sakec.agent.update.link.3359,Scientific Calculator Workshop ,https://www.shahandanchor.com/home/scientific-calculator-workshop-2/
sakec.agent.update.link.3360,Engineering Life Seminar ,https://www.shahandanchor.com/home/engineering-life-seminar/
sakec.agent.update.link.3361,Secure Life with Shield of Insurance ,https://www.shahandanchor.com/home/secure-life-with-shield-of-insurance/
sakec.agent.update.link.3362,Innovation Challenge By Accenture ,https://www.shahandanchor.com/home/innovation-challenge-by-accenture/
sakec.agent.update.link.3363,Placement Orientation ,https://www.shahandanchor.com/home/placement-orientation/
sakec.agent.update.link.3364,KPIT Sparkle 2019 - an annual innovation contest ,https://www.shahandanchor.com/home/kpit-sparkle-2019-an-annual-innovation-contest/
sakec.agent.update.link.3365,Periodicals - 2018 ,https://www.shahandanchor.com/home/periodicals-2018-2/
sakec.agent.update.link.3366,Supporting Staff ,https://www.shahandanchor.com/home/supporting-staff/
sakec.agent.update.link.3367,E-Library ,https://www.shahandanchor.com/home/e-library/
sakec.agent.update.link.3368,Home ,https://www.shahandanchor.com/home/home/
sakec.agent.update.link.3369,Contact Us ,https://www.shahandanchor.com/home/contact-us/
sakec.agent.update.link.3370,ISTE postgraduation studies ,https://www.shahandanchor.com/home/iste-postgraduation-studies/
sakec.agent.update.link.3371,Tips on Interview Skills ,https://www.shahandanchor.com/home/tips-on-interview-skills/
sakec.agent.update.link.3372,First Year Engineering Admission Notification 2018 - 19 ,https://www.shahandanchor.com/home/admission-notification-2018-19/
sakec.agent.update.link.3373,Website Development using WordPress ,https://www.shahandanchor.com/home/web-development-using-wordpress/
sakec.agent.update.link.3374,Dive in Deep Learning Workshop Prerequiste ,https://www.shahandanchor.com/home/dive-in-deep-learning-workshop-prerequiste/
sakec.agent.update.link.3375,CAREER GUIDANCE FOR HIGHER STUDIES ,https://www.shahandanchor.com/home/career-guidance-for-higher-studies/
sakec.agent.update.link.3376,Workshop on VHDL ,https://www.shahandanchor.com/home/workshop-on-vhdl/
sakec.agent.update.link.3377,Kerala Floods:Untold ,https://www.shahandanchor.com/home/kerala-floodsuntold/
sakec.agent.update.link.3378,Student Leadership Program by Indian Development Foundation ,https://www.shahandanchor.com/home/student-leadership-program-by-indian-development-foundation/
sakec.agent.update.link.3379,Special Interest Group on AI & Deep Learning ,https://www.shahandanchor.com/home/special-interest-group-on-ai-deep-learning/
sakec.agent.update.link.3380,Career Guidance for Higher Studies ,https://www.shahandanchor.com/home/coding-with-java/
sakec.agent.update.link.3381,Student Counsil 2017-18 ,https://www.shahandanchor.com/home/4135-2/
sakec.agent.update.link.3382,SPORTS ,https://www.shahandanchor.com/home/sports/
sakec.agent.update.link.3383,Smart India Hack-a-thon 2019(SIH 2019) ,https://www.shahandanchor.com/home/smart-india-hack-thon-2018sih-2018/
sakec.agent.update.link.3384,CAREER GUIDANCE FOR HIGHER STUDIES ,https://www.shahandanchor.com/home/career-guidance-for-higher-studies-3/
sakec.agent.update.link.3385,Data Center Technologies – Need of this hour ,https://www.shahandanchor.com/home/datacenter-technologies-need-of-this-hour/
sakec.agent.update.link.3386,TCS Placed Students ,https://www.shahandanchor.com/home/tcs-placed-students/
sakec.agent.update.link.3387,Daan Utsav ,https://www.shahandanchor.com/home/attack-security-in-cyber-era/
sakec.agent.update.link.3388,Hunar 20 Orientation Program ,https://www.shahandanchor.com/home/career-guidance/
sakec.agent.update.link.3389,Blood Donation Camp ,https://www.shahandanchor.com/home/introduction-to-latex/
sakec.agent.update.link.3390,SAKEC SIH 2019 ,https://www.shahandanchor.com/home/sakec-sih-2019/
sakec.agent.update.link.3391,Campus to Corporate ,https://www.shahandanchor.com/home/campus-to-corporate/
sakec.agent.update.link.3392,HUNAR 20 in search of Gen-Y Entrepreneurs ,https://www.shahandanchor.com/home/hunar-2-0-in-search-of-gen-y-entrepreneurs/
sakec.agent.update.link.3393,CULTURE ,https://www.shahandanchor.com/home/culture/
sakec.agent.update.link.3394,SAKEC-QUIZ 2018 ,https://www.shahandanchor.com/home/sakec-quiz-2018/
sakec.agent.update.link.3395,Globalink Research Internship 2018 ,https://www.shahandanchor.com/home/globalink-research-internship-2018/
sakec.agent.update.link.3396,Sweden-India Nobel Memorial Quiz 2018 ,https://www.shahandanchor.com/home/sweden-india-nobel-memorial-quiz-2018-2/
sakec.agent.update.link.3397,Defeating CyberCrime with Awareness ,https://www.shahandanchor.com/home/defeating-cybercrime-with-awareness/
sakec.agent.update.link.3398,Start up Records ,https://www.shahandanchor.com/home/start-up-records/
sakec.agent.update.link.3399,CODEVITA winners ,https://www.shahandanchor.com/home/codevita-winners-congratulations-on-your-proud-achievement/
sakec.agent.update.link.3400,ISTE Coding with JAVA ,https://www.shahandanchor.com/home/iste-coding-with-java/
sakec.agent.update.link.3401,Industrial Visit ,https://www.shahandanchor.com/home/industrial-visit-2/
sakec.agent.update.link.3402,Internship through Internshala - For First year Students ,https://www.shahandanchor.com/home/internship-through-internshala-for-first-year-students/
sakec.agent.update.link.3403,ABHIYANTRIKI 2018 Internship Expo ,https://www.shahandanchor.com/home/abhiyantriki-2018-internship-expo/
sakec.agent.update.link.3404,TERM WORK SUBMISSION CARD ,https://www.shahandanchor.com/home/term-work-submission-card/
sakec.agent.update.link.3405,Bank ,https://www.shahandanchor.com/home/bank/
sakec.agent.update.link.3406,Seminar Hall ,https://www.shahandanchor.com/home/seminar-hall/
sakec.agent.update.link.3407,Indoor Sports Facilities ,https://www.shahandanchor.com/home/indoor-sports-facilities/
sakec.agent.update.link.3408,Girls Common Room ,https://www.shahandanchor.com/home/girls-common-room/
sakec.agent.update.link.3409,Auditorium ,https://www.shahandanchor.com/home/auditorium-2/
sakec.agent.update.link.3410,Gymnasium ,https://www.shahandanchor.com/home/gymnasium/
sakec.agent.update.link.3411,Vaachan Prerna Diwas ,https://www.shahandanchor.com/home/mahatma-gandhi-vaachan-prerna-diwas/
sakec.agent.update.link.3412,Dance Workshop ,https://www.shahandanchor.com/home/web-development-using-angular-5/
sakec.agent.update.link.3413,Congratulations Vistaar Placed!!! ,https://www.shahandanchor.com/home/congratulations-vistaar-placed/
sakec.agent.update.link.3414,Congratulations Logixal Placed!!! ,https://www.shahandanchor.com/home/congratulations-logixal-placed/
sakec.agent.update.link.3415,"Glimpse of Inauguration Ceremony of STTP on ""Recent Trends in IOT"" ",https://www.shahandanchor.com/home/glimpse-of-inauguration-ceremony-of-sttp-on-recent-trends-in-iot/
sakec.agent.update.link.3416,IBM Watson Overview session Registration ,https://www.shahandanchor.com/home/ibm-watson-overview-session/
sakec.agent.update.link.3417,Financial Career Planning ,https://www.shahandanchor.com/home/financial-career-planning/
sakec.agent.update.link.3418,Inauguration of SAKEC INNOVATION CENTRE ,https://www.shahandanchor.com/home/a-webinar-on-ipr-by-ms-shwetasree-majumnder-principal-of-fishs-law-chamber/
sakec.agent.update.link.3419,Internship at WAGGY TAILS PRIVATE LIMITED ,https://www.shahandanchor.com/home/internship-at-waggy-tails-private-limited/
sakec.agent.update.link.3420,Research @ SAKEC ,https://www.shahandanchor.com/home/research-sakec/
sakec.agent.update.link.3421,"Internship opportunity at IIT, Gandhinagar ",https://www.shahandanchor.com/home/active-learning-strategies/
sakec.agent.update.link.3422,Training and Placement opportunity by Techzilla and IIT Bombay E-Cell ,https://www.shahandanchor.com/home/training-and-placement-opportunity-by-techzilla-and-iit-bombay-e-cell/
sakec.agent.update.link.3423,Role of Teachers of the Future ,https://www.shahandanchor.com/home/role-of-teachers-of-the-future/
sakec.agent.update.link.3424,Placement/Internship Drive by Internshala ,https://www.shahandanchor.com/home/a2e-access-to-employability/
sakec.agent.update.link.3425,Library ,https://www.shahandanchor.com/home/library/
sakec.agent.update.link.3426,AN INTERNSHIP OPPORTUNITY ON SYSTEM AND NETWORK ADMINISTRATION ,https://www.shahandanchor.com/home/an-internship-opportunity-on-system-and-network-administration/
sakec.agent.update.link.3427,Narotam Sekhsaria Scholarship Programme ,https://www.shahandanchor.com/home/narotam-sekhsaria-scholarship-programme/
sakec.agent.update.link.3428,Institution Innovation Council (IIC) ,https://www.shahandanchor.com/home/institution-innovation-council-iic/
sakec.agent.update.link.3429,Establishment of the Institution Innovation Council (IIC) ,https://www.shahandanchor.com/home/establishment-of-the-institution-innovation-council-iic/
sakec.agent.update.link.3430,Internship program on “Programming & Graphics Designing” ,https://www.shahandanchor.com/home/internship-program-on-programming-graphics-designing/
sakec.agent.update.link.3431,2019 Commonwealth Scholarship in the UK ,https://www.shahandanchor.com/home/2019-commonwealth-scholarship-in-the-uk/
sakec.agent.update.link.3432,GNUkhata Software ,https://www.shahandanchor.com/home/gnukhata-software/
sakec.agent.update.link.3433,Internship in Association with Roti Bank Mumbai ,https://www.shahandanchor.com/home/internship-in-association-with-roti-bank-mumbai/
sakec.agent.update.link.3434,Stress Free Exams ,https://www.shahandanchor.com/home/machine-learning-tools/
sakec.agent.update.link.3435,Hands-on Workshop and Competition on Robotics ,https://www.shahandanchor.com/home/hands-on-workshop-and-competition-on-robotics/
sakec.agent.update.link.3436,Grand Summer Internship Fair by Internshala ,https://www.shahandanchor.com/home/intellectual-property-rightsipr/
sakec.agent.update.link.3437,ISTE IV CSTM ,https://www.shahandanchor.com/home/iste-iv-cstm/
sakec.agent.update.link.3438,ISTE-Magazine Article Collection 2019 ,https://www.shahandanchor.com/home/iste-magazine-launch-2019/
sakec.agent.update.link.3439,Student Development Workshop on Agile Software Development ,https://www.shahandanchor.com/home/orientation-for-enterprise-resource-planning-erp/
sakec.agent.update.link.3440,Internship in Association with Live Your Dream Foundation (Happy Bubbles) ,https://www.shahandanchor.com/home/internship-in-association-with-live-your-dream-foundation-happy-bubbles/
sakec.agent.update.link.3441,Idea Competition by IIC SAKEC ,https://www.shahandanchor.com/home/idea-competition-by-iic-sakec/
sakec.agent.update.link.3442,Audited Statement of FY 2017-18 ,https://www.shahandanchor.com/home/audited-statement-of-f-y-2017-18/
sakec.agent.update.link.3443,Cognitive Skills Desgin Thinking and Critical Thinking ,https://www.shahandanchor.com/home/cognitive-skills-desgin-thinking-and-critical-thinking-iic/
sakec.agent.update.link.3444,Self Defense Workshop ,https://www.shahandanchor.com/home/self-defense-workshop/
sakec.agent.update.link.3445,"Short Term Training Program on ""Recent Trends in IOT"" ",https://www.shahandanchor.com/home/short-term-training-program-on-recent-trends-in-iot/
sakec.agent.update.link.3446,"Internship opportunity at Microhind, Mumbai ",https://www.shahandanchor.com/home/internship-opportunity-at-microhind-mumbai/
sakec.agent.update.link.3447,"Global Entrepreneurship Summit at IIT, Kharagpur ",https://www.shahandanchor.com/home/global-entrepreneurship-summit-at-iit-kharagpur/
sakec.agent.update.link.3448,SAKEC celebrates the achievement of 31st Internship rank among 1800+ colleges ,https://www.shahandanchor.com/home/sakec-celebrates-the-achievement-of-31st-rank-among-1800-colleges/
sakec.agent.update.link.3449,Startup Support Drive by NMIMS's Atal Incubation Centre (ATC) ,https://www.shahandanchor.com/home/startup-support-drive-by-nmimss-atal-incubation-centre-atc/
sakec.agent.update.link.3450,Winners of Hunar 20 Zonal round ,https://www.shahandanchor.com/home/winners-of-hunar-2-0-zonal-round/
sakec.agent.update.link.3451,SAKEC Prospectus ,https://www.shahandanchor.com/home/sakec-prospectus/
sakec.agent.update.link.3452,India First Leadership Talk ,https://www.shahandanchor.com/home/india-first-leadership-talk/
sakec.agent.update.link.3453,Committee for SC/ST ,https://www.shahandanchor.com/home/committee-for-scst/
sakec.agent.update.link.3454,Congratulations NSEIT Placed!!! ,https://www.shahandanchor.com/home/congratulations-nseit-placed/
sakec.agent.update.link.3455,Congratulations Wipro Placed!!! ,https://www.shahandanchor.com/home/congratulations-wipro-placed/
sakec.agent.update.link.3456,Congratulations Dark Horse Digital Solutions Placed!!! ,https://www.shahandanchor.com/home/congratulations-dark-horse-digital-solutions-placed/
sakec.agent.update.link.3457,Congratulations Zeus Learning Pvt Ltd Placed!!! ,https://www.shahandanchor.com/home/congratulations-zeus-learning-pvt-ltd-placed/
sakec.agent.update.link.3458,Congratulations Servosys Solutions Placed!!! ,https://www.shahandanchor.com/home/congratulations-servosys-solutions-placed/
sakec.agent.update.link.3459,Congratulations Think and Learn Pvt Ltd (BYJUS) Placed!!! ,https://www.shahandanchor.com/home/congratulations-think-and-learn-pvt-ltd-byjus-placed/
sakec.agent.update.link.3460,Congratulations Bitwise Placed!!! ,https://www.shahandanchor.com/home/congratulations-bitwise-placed/
sakec.agent.update.link.3461,Congratulations Hexaware Technologies Limited Placed!!! ,https://www.shahandanchor.com/home/congratulations-hexaware-technologies-limited-placed/
sakec.agent.update.link.3462,Congratulations Reliance Jio Infocomm Limited Placed!!! ,https://www.shahandanchor.com/home/congratulations-reliance-jio-infocomm-limited-placed/
sakec.agent.update.link.3463,Education Leadership Award by The ABP NEWS ,https://www.shahandanchor.com/home/education-leadership-award-by-the-abp-news/
sakec.agent.update.link.3464,“50 FABULOUS EDUTECH LEADERS” at the 8th World Education Congress ,https://www.shahandanchor.com/home/50-fabulous-edutech-leaders-at-the-8th-world-education-congress/
sakec.agent.update.link.3465,Congratulations the team Coll_Shahandanchor_1 for ranking 1st Nationally and 50th Internationally at DATA MINING CUP 2019 @ Berlin ,https://www.shahandanchor.com/home/congratulations-the-team-coll_shahandanchor_1-for-ranking-1st-nationally-and-50th-internationally-at-data-mining-cup-2019-berlin/
sakec.agent.update.link.3466,Registration of Institution’s Innovation Council (IIC 20) ,https://www.shahandanchor.com/home/registration-of-institutions-innovation-council-iic-2-0/
sakec.agent.update.link.3467,Alumni Talk ,https://www.shahandanchor.com/home/student-development-workshop-on-industry-expectations-from-engineering-graduates/
sakec.agent.update.link.3468,Internship opportunity with Indian Development Foundation ,https://www.shahandanchor.com/home/5156-2/
sakec.agent.update.link.3469,Alumni Cell Student Team Registration ,https://www.shahandanchor.com/home/alumni-cell-student-team-registration/
sakec.agent.update.link.3470,14th Inter-Collegiate/Institute/Department Avishkar Research Convention (Zone VIII) ,https://www.shahandanchor.com/home/14th-inter-collegiate-institute-department-avishkar-research-convention-zone-viii/
sakec.agent.update.link.3471,Clearance form for Leaving Certificate ,https://www.shahandanchor.com/home/clearance-form-leaving-certificate/
sakec.agent.update.link.3472,SAKEC Alumni Cell Logo Design Contest ,https://www.shahandanchor.com/home/sakec-alumni-cell-logo-design-contest/
sakec.agent.update.link.3473,Internship opportunity at Arihant Media Solutions (AMS) ,https://www.shahandanchor.com/home/internship-at-art-of-living/
sakec.agent.update.link.3474,Invitation to join SAKEC Research Cell ,https://www.shahandanchor.com/home/invitation-to-join-sakec-research-cell/
sakec.agent.update.link.3475,Internship opportunity at Namita’s Fitness Hub (NFH) ,https://www.shahandanchor.com/home/internship-opportunity-at-namitas-fitness-hub-nfh/
sakec.agent.update.link.3476,Book Launch Event ,https://www.shahandanchor.com/home/book-launch-event/
sakec.agent.update.link.3477,"""ARTIFICIAL INTELLIGENCE: MAKING A SYSTEM INTELLIGENT"" Book Launch Event ",https://www.shahandanchor.com/home/artificial-intelligence-making-a-system-intelligent-book-launch-event/
sakec.agent.update.link.3478,Placement Orientation for 2021 Batch ,https://www.shahandanchor.com/home/placement-orientation-for-2020-batch/
sakec.agent.update.link.3479,A One Day Linux Workshop for Teachers ,https://www.shahandanchor.com/home/a-one-day-linux-workshop-for-teachers/
sakec.agent.update.link.3480,SAKEC Congratulates Students Placed in NSEIT ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-nseit/
sakec.agent.update.link.3481,SAKEC Congratulates Students Placed in Infosys ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-infosys/
sakec.agent.update.link.3482,SAKEC Congratulates Students Placed in Sciative Solutions ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-sciative-solutions/
sakec.agent.update.link.3483,Audited Statement of FY 2016-17 ,https://www.shahandanchor.com/home/audited-statement-of-f-y-2016-17/
sakec.agent.update.link.3484,Audited Statement of FY 2015-16 ,https://www.shahandanchor.com/home/audited-statement-of-f-y-2015-16/
sakec.agent.update.link.3485,Life @ SAKEC ,https://www.shahandanchor.com/home/life-sakec/
sakec.agent.update.link.3486,#BeTheHero ,https://www.shahandanchor.com/home/drug-free-india/
sakec.agent.update.link.3487,SAKEC CONNECT ,https://www.shahandanchor.com/home/sakec-connect/
sakec.agent.update.link.3488,Office Staff ,https://www.shahandanchor.com/home/office-staff/
sakec.agent.update.link.3489,Infra ,https://www.shahandanchor.com/home/infra/
sakec.agent.update.link.3490,Infrastructure ,https://www.shahandanchor.com/home/infrastructure/
sakec.agent.update.link.3491,Exam Cell Staff ,https://www.shahandanchor.com/home/exam-cell-staff/
sakec.agent.update.link.3492,Professional Bodies Policy ,https://www.shahandanchor.com/home/professional-bodies-policy/
sakec.agent.update.link.3493,SAKEC Congratulates Students Placed in LTI ,https://www.shahandanchor.com/home/lti-placed-students/
sakec.agent.update.link.3494,SAKEC Congratulates Students Placed in MAQ Software ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-maq-software/
sakec.agent.update.link.3495,Dress Code ,https://www.shahandanchor.com/home/dress-code/
sakec.agent.update.link.3496,Calculator Workshop 2019 ,https://www.shahandanchor.com/home/use-of-scientific-calculator/
sakec.agent.update.link.3497,SAKEC Global Immersion 2019-20: EUROPE ,https://www.shahandanchor.com/home/iste-arduino-for-beginners/
sakec.agent.update.link.3498,Workshops Organised by IIT Bombay E-Cell ,https://www.shahandanchor.com/home/workshops-organised-by-iit-bombay-e-cell/
sakec.agent.update.link.3499,Working with Geodesics - Creative Applications of Simple Mathematical and Geometrical Principles ,https://www.shahandanchor.com/home/working-with-geodesics-creative-applications-of-simple-mathematical-and-geometrical-principles/
sakec.agent.update.link.3500,SAKEC Congratulates Students Placed in Vistex Asia Pacific Pvt Ltd ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-vistex-asia-pacific-pvt-ltd/
sakec.agent.update.link.3501,SAKEC Congratulates Students Placed in Vistaar Technologies Price Management Solutions ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-vistaar-technologies-price-management-solutions/
sakec.agent.update.link.3502,SAKEC Congratulates Students Placed in Capgemini India ,https://www.shahandanchor.com/home/sakec-congratulates-students-placed-in-capgemini-india/
sakec.agent.update.link.3503,Congratulations Jaro Education Placed!!! ,https://www.shahandanchor.com/home/congratulations-jaro-education-placed/
sakec.agent.update.link.3504,Congratulations CodeArray Technologies Pvt Ltd Placed!!! ,https://www.shahandanchor.com/home/congratulations-wipro-placed-2/
sakec.agent.update.link.3505,Episode 04 of India First Leadership Talk Series ,https://www.shahandanchor.com/home/episode-03-of-india-first-leadership-talk-series-19th-march-2019/
sakec.agent.update.link.3506,Google's Developer Student Club Lead Program ,https://www.shahandanchor.com/home/hands-on-github-workshop-2/
sakec.agent.update.link.3507,Governing Body ,https://www.shahandanchor.com/home/governing-body/
sakec.agent.update.link.3508,Congratulating the students listed as authors in GNUKhata software ,https://www.shahandanchor.com/home/congratulating-the-students-listed-as-authors-in-gnukhata-software/
sakec.agent.update.link.3509,"Internship at Centre for Creative Learning (CCL), IIT Gandhinagar ",https://www.shahandanchor.com/home/internship-at-centre-for-creative-learning-ccl-iit-gandhinagar/
sakec.agent.update.link.3510,Intern with Wisdom Sprouts ,https://www.shahandanchor.com/home/intern-with-wisdom-sprouts/
sakec.agent.update.link.3511,One Day Python Workshop for Teachers ,https://www.shahandanchor.com/home/design-competition-for-proof-of-concept-development/
sakec.agent.update.link.3512,Summer Training by Internshala ,https://www.shahandanchor.com/home/summer-training-by-internshala/
sakec.agent.update.link.3513,Faculty Development Workshop on Agile Development Practice ,https://www.shahandanchor.com/home/faculty-development-workshop-on-agile-development-practice/
sakec.agent.update.link.3514,My Story - Entrepreneur’s Life & Crossroad ,https://www.shahandanchor.com/home/my-story-entrepreneurs-life-crossroad/
